plot_id,sample_id,lon,lat,email,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,sample_geom,pl_site,pl_comp10_30,pl_area,pl_plotid,smpl_site,smpl_comp10_30,smpl_area,smpl_plotid,smpl_sampleid,Is this area forest?,"If area is partially forest, estimate percentage (10, 15, 20)",What is your confidence level in your answer?,Notes on why this area may have been a site of disagreement or is mislabeled?,Would this plot be a good candidate example for any of the following data issues?,Which of the following data issues describes it?,Indicate other issues
140969104,570627388,125.44681735860698,8.616882431474673,,,,,,,POINT(125.446817358607 8.61688243147467),AGUSAN DEL SUR,F10,51.7901,0,AGUSAN DEL SUR,F10,51.7901,0,1,,,,,,,
140969105,570627389,125.50469567431641,8.686179573579594,,,,,,,POINT(125.504695674316 8.68617957357959),AGUSAN DEL SUR,F10,2.2085,1,AGUSAN DEL SUR,F10,2.2085,1,1,,,,,,,
140969106,570627392,125.65299120876868,8.596110888546916,,,,,,,POINT(125.652991208769 8.59611088854692),AGUSAN DEL SUR,F10,1.981,4,AGUSAN DEL SUR,F10,1.981,4,1,,,,,,,
140969107,570627411,126.10504654337835,8.271855396417097,,,,,,,POINT(126.105046543378 8.2718553964171),AGUSAN DEL SUR,F30,22.741,23,AGUSAN DEL SUR,F30,22.741,23,1,,,,,,,
140969108,570627390,125.59686656714007,8.607396673439057,,,,,,,POINT(125.59686656714 8.60739667343906),AGUSAN DEL SUR,F10,104.749,2,AGUSAN DEL SUR,F10,104.749,2,1,,,,,,,
140969109,570627391,125.63425979087936,8.606090123163666,,,,,,,POINT(125.634259790879 8.60609012316367),AGUSAN DEL SUR,F10,54.2443,3,AGUSAN DEL SUR,F10,54.2443,3,1,,,,,,,
140969110,570627393,125.77854308732877,8.841401697202338,,,,,,,POINT(125.778543087329 8.84140169720234),AGUSAN DEL SUR,F10,0.7616,5,AGUSAN DEL SUR,F10,0.7616,5,1,,,,,,,
140969111,570627397,125.78117039103049,8.58966391525627,,,,,,,POINT(125.78117039103 8.58966391525627),AGUSAN DEL SUR,F10,2.1338,9,AGUSAN DEL SUR,F10,2.1338,9,1,,,,,,,
140969112,570627394,125.76390341172782,8.805912921723285,,,,,,,POINT(125.763903411728 8.80591292172329),AGUSAN DEL SUR,F10,77.9137,6,AGUSAN DEL SUR,F10,77.9137,6,1,,,,,,,
140969113,570627395,125.71349940999755,8.801000958809178,,,,,,,POINT(125.713499409998 8.80100095880918),AGUSAN DEL SUR,F10,0.1523,7,AGUSAN DEL SUR,F10,0.1523,7,1,,,,,,,
140969114,570627396,125.77872697626317,8.702264946170251,,,,,,,POINT(125.778726976263 8.70226494617025),AGUSAN DEL SUR,F10,38.0923,8,AGUSAN DEL SUR,F10,38.0923,8,1,,,,,,,
140969115,570627398,125.97946825444225,8.638640675060072,,,,,,,POINT(125.979468254442 8.63864067506007),AGUSAN DEL SUR,F10,0.4573,10,AGUSAN DEL SUR,F10,0.4573,10,1,,,,,,,
140969116,570627399,125.99617350835418,8.65855479110606,,,,,,,POINT(125.996173508354 8.65855479110606),AGUSAN DEL SUR,F10,14.2535,11,AGUSAN DEL SUR,F10,14.2535,11,1,,,,,,,
140969117,570627400,126.02747546582766,8.410607635270749,,,,,,,POINT(126.027475465828 8.41060763527075),AGUSAN DEL SUR,F10,73.6052,12,AGUSAN DEL SUR,F10,73.6052,12,1,,,,,,,
140969118,570627401,125.88777383115921,8.418425840031325,,,,,,,POINT(125.887773831159 8.41842584003133),AGUSAN DEL SUR,F10,229.907,13,AGUSAN DEL SUR,F10,229.907,13,1,,,,,,,
140969119,570627402,125.86166778141859,8.34077908741524,,,,,,,POINT(125.861667781419 8.34077908741524),AGUSAN DEL SUR,F10,362.8729,14,AGUSAN DEL SUR,F10,362.8729,14,1,,,,,,,
140969120,570627410,125.75390238534474,8.005742491613718,,,,,,,POINT(125.753902385345 8.00574249161372),AGUSAN DEL SUR,F10,16.7892,22,AGUSAN DEL SUR,F10,16.7892,22,1,,,,,,,
140969121,570627403,125.89898613061523,8.339705688141008,,,,,,,POINT(125.898986130615 8.33970568814101),AGUSAN DEL SUR,F10,82.754,15,AGUSAN DEL SUR,F10,82.754,15,1,,,,,,,
140969122,570627405,125.88582591842,8.168076755198385,,,,,,,POINT(125.88582591842 8.16807675519838),AGUSAN DEL SUR,F10,111.4768,17,AGUSAN DEL SUR,F10,111.4768,17,1,,,,,,,
140969123,570627404,125.9042630314056,8.240294850027775,,,,,,,POINT(125.904263031406 8.24029485002777),AGUSAN DEL SUR,F10,161.8886,16,AGUSAN DEL SUR,F10,161.8886,16,1,,,,,,,
140969124,570627406,125.93583800793469,8.159001186051812,,,,,,,POINT(125.935838007935 8.15900118605181),AGUSAN DEL SUR,F10,73.4866,18,AGUSAN DEL SUR,F10,73.4866,18,1,,,,,,,
140969125,570627407,125.89640974549226,8.139025446178504,,,,,,,POINT(125.896409745492 8.1390254461785),AGUSAN DEL SUR,F10,99.2011,19,AGUSAN DEL SUR,F10,99.2011,19,1,,,,,,,
140969126,570627408,125.86366422856742,7.979318221413158,,,,,,,POINT(125.863664228567 7.97931822141316),AGUSAN DEL SUR,F10,41.6018,20,AGUSAN DEL SUR,F10,41.6018,20,1,,,,,,,
140969127,570627409,125.89145498452335,8.002910598073738,,,,,,,POINT(125.891454984523 8.00291059807374),AGUSAN DEL SUR,F10,27.6326,21,AGUSAN DEL SUR,F10,27.6326,21,1,,,,,,,
